anio,linea,TipoPasaje,TOTAL
05/2017,LINEA 93,ATRIBUTO SOCIAL,139420
05/2017,LINEA 93,NORMAL,580121
05/2017,LINEA 95,ATRIBUTO SOCIAL,198960
05/2017,LINEA 95,NORMAL,570898
05/2017,LINEA 95,-,7835
05/2017,LINEA 96,NORMAL,1180458
05/2017,LINEA 96,-,1548
05/2017,LINEA 96,ATRIBUTO SOCIAL,545245
05/2017,LINEA 97,-,3919
05/2017,LINEA 97,ATRIBUTO SOCIAL,122626
05/2017,LINEA 97,NORMAL,330857
05/2017,LINEA 98,ATRIBUTO SOCIAL,588008
05/2017,LINEA 98,NORMAL,1572977
05/2017,LINEA 98,-,6924
05/2017,LINEA 99,NORMAL,382542
05/2017,LINEA 99,-,10701
05/2017,LINEA 99,ATRIBUTO SOCIAL,92002
05/2017,LINEA_500-503,ATRIBUTO SOCIAL,114540
05/2017,LINEA_500-503,NORMAL,331816
04/2017,BSAS_LINEA_504_ITUZAINGO,NORMAL,20982
04/2017,BSAS_LINEA_504_ITUZAINGO,ATRIBUTO SOCIAL,14135
04/2017,LINEA 031,ATRIBUTO SOCIAL,377211
04/2017,LINEA 031,NORMAL,798693
04/2017,LINEA 031,-,20878
04/2017,LINEA 1,NORMAL,290461
04/2017,LINEA 1,-,1336
04/2017,LINEA 1,ATRIBUTO SOCIAL,104255
04/2017,LINEA 10,-,1543
04/2017,LINEA 10,ATRIBUTO SOCIAL,189811
04/2017,LINEA 10,NORMAL,626094
04/2017,LINEA 100,-,2732
04/2017,LINEA 100,ATRIBUTO SOCIAL,262468
04/2017,LINEA 100,NORMAL,878059
04/2017,LINEA 101,ATRIBUTO SOCIAL,80796
04/2017,LINEA 101,NORMAL,247586
04/2017,LINEA 101,-,6545
04/2017,LINEA 102,NORMAL,510283
04/2017,LINEA 102,-,4153
04/2017,LINEA 102,ATRIBUTO SOCIAL,166000
04/2017,LINEA 103,-,11991
04/2017,LINEA 103,ATRIBUTO SOCIAL,184560
04/2017,LINEA 103,NORMAL,619311
04/2017,LINEA 104,ATRIBUTO SOCIAL,633
04/2017,LINEA 104,NORMAL,1762
04/2017,LINEA 104,-,44
04/2017,LINEA 105,NORMAL,701524
04/2017,LINEA 105,-,9503
04/2017,LINEA 105,ATRIBUTO SOCIAL,200588
04/2017,LINEA 106,NORMAL,813709
04/2017,LINEA 106,-,16885
04/2017,LINEA 106,ATRIBUTO SOCIAL,215714
04/2017,LINEA 107,ATRIBUTO SOCIAL,208656
04/2017,LINEA 107,NORMAL,719660
04/2017,LINEA 107,-,18085
04/2017,LINEA 108,NORMAL,411560
04/2017,LINEA 108,-,5957
04/2017,LINEA 108,ATRIBUTO SOCIAL,140866
04/2017,LINEA 109,NORMAL,571679
04/2017,LINEA 109,-,11844
04/2017,LINEA 109,ATRIBUTO SOCIAL,160416
04/2017,LINEA 110,ATRIBUTO SOCIAL,221289
04/2017,LINEA 110,NORMAL,795490
04/2017,LINEA 110,-,22580
04/2017,LINEA 111,ATRIBUTO SOCIAL,140267
04/2017,LINEA 111,NORMAL,499737
04/2017,LINEA 111,-,6908
04/2017,LINEA 112,NORMAL,235888
04/2017,LINEA 112,-,1430
04/2017,LINEA 112,ATRIBUTO SOCIAL,85095
04/2017,LINEA 113,-,8880
04/2017,LINEA 113,ATRIBUTO SOCIAL,252813
04/2017,LINEA 113,NORMAL,741095
04/2017,LINEA 114,ATRIBUTO SOCIAL,214979
04/2017,LINEA 114,NORMAL,663167
04/2017,LINEA 114,-,14408
04/2017,LINEA 115,NORMAL,449621
04/2017,LINEA 115,-,10762
04/2017,LINEA 115,ATRIBUTO SOCIAL,144101
04/2017,LINEA 117,-,17261
04/2017,LINEA 117,ATRIBUTO SOCIAL,285317
04/2017,LINEA 117,NORMAL,705031
04/2017,LINEA 118,ATRIBUTO SOCIAL,218964
04/2017,LINEA 118,NORMAL,564861
04/2017,LINEA 118,-,5630
04/2017,LINEA 12,ATRIBUTO SOCIAL,368158
04/2017,LINEA 12,NORMAL,1216026
04/2017,LINEA 12,-,17024
04/2017,LINEA 123,NORMAL,234019
04/2017,LINEA 123,-,1467
04/2017,LINEA 123,ATRIBUTO SOCIAL,94848
04/2017,LINEA 124,NORMAL,645396
04/2017,LINEA 124,-,13565
04/2017,LINEA 124,ATRIBUTO SOCIAL,190089
04/2017,LINEA 126,ATRIBUTO SOCIAL,290202
04/2017,LINEA 126,NORMAL,890372
04/2017,LINEA 126,-,14278
04/2017,LINEA 127,NORMAL,466559
04/2017,LINEA 127,-,3098
04/2017,LINEA 127,ATRIBUTO SOCIAL,189986
04/2017,LINEA 128,NORMAL,440706
04/2017,LINEA 128,-,5317
04/2017,LINEA 128,ATRIBUTO SOCIAL,149435
04/2017,LINEA 129,ATRIBUTO SOCIAL,373258
04/2017,LINEA 129,NORMAL,886904
04/2017,LINEA 129,-,500
04/2017,LINEA 130,ATRIBUTO SOCIAL,229777
04/2017,LINEA 130,NORMAL,876986
04/2017,LINEA 130,-,4407
04/2017,LINEA 132,NORMAL,1393643
04/2017,LINEA 132,-,37928
04/2017,LINEA 132,ATRIBUTO SOCIAL,453924
04/2017,LINEA 133,ATRIBUTO SOCIAL,154069
04/2017,LINEA 133,NORMAL,513483
04/2017,LINEA 133,-,5910
04/2017,LINEA 134,ATRIBUTO SOCIAL,182341
04/2017,LINEA 134,NORMAL,511666
04/2017,LINEA 134,-,6016
04/2017,LINEA 135,NORMAL,528423
04/2017,LINEA 135,-,20964
04/2017,LINEA 135,ATRIBUTO SOCIAL,188630
04/2017,LINEA 136 BS AS,-,90
04/2017,LINEA 136 BS AS,ATRIBUTO SOCIAL,214792
04/2017,LINEA 136 BS AS,NORMAL,479487
04/2017,LINEA 140,ATRIBUTO SOCIAL,149606
04/2017,LINEA 140,NORMAL,543489
04/2017,LINEA 140,-,4002
04/2017,LINEA 141,NORMAL,535569
04/2017,LINEA 141,-,8504
04/2017,LINEA 141,ATRIBUTO SOCIAL,164802
04/2017,LINEA 143,-,4666
04/2017,LINEA 143,ATRIBUTO SOCIAL,107324
04/2017,LINEA 143,NORMAL,385577
04/2017,LINEA 146,ATRIBUTO SOCIAL,191594
04/2017,LINEA 146,NORMAL,634834
04/2017,LINEA 146,-,15888
04/2017,LINEA 15,NORMAL,1382365
04/2017,LINEA 15,-,10884
04/2017,LINEA 15,ATRIBUTO SOCIAL,441599
04/2017,LINEA 150,NORMAL,487690
04/2017,LINEA 150,-,11872
04/2017,LINEA 150,ATRIBUTO SOCIAL,138555
04/2017,LINEA 151,NORMAL,659998
04/2017,LINEA 151,-,7834
04/2017,LINEA 151,ATRIBUTO SOCIAL,211574
04/2017,LINEA 152,ATRIBUTO SOCIAL,449726
04/2017,LINEA 152,NORMAL,1781513
04/2017,LINEA 152,-,9951
04/2017,LINEA 153 BS AS,NORMAL,225390
04/2017,LINEA 153 BS AS,-,15
04/2017,LINEA 153 BS AS,ATRIBUTO SOCIAL,105893
04/2017,LINEA 154,NORMAL,105545
04/2017,LINEA 154,-,418
04/2017,LINEA 154,ATRIBUTO SOCIAL,40029
04/2017,LINEA 158,ATRIBUTO SOCIAL,136163
04/2017,LINEA 158,NORMAL,302676
04/2017,LINEA 158,-,660
04/2017,LINEA 159,ATRIBUTO SOCIAL,619480
04/2017,LINEA 159,NORMAL,1569274
04/2017,LINEA 159,-,2098
04/2017,LINEA 160,NORMAL,1080656
04/2017,LINEA 160,-,5414
04/2017,LINEA 160,ATRIBUTO SOCIAL,371895
04/2017,LINEA 161,ATRIBUTO SOCIAL,440823
04/2017,LINEA 161,NORMAL,1078488
04/2017,LINEA 161,-,3287
04/2017,LINEA 163 BS AS,ATRIBUTO SOCIAL,123301
04/2017,LINEA 163 BS AS,NORMAL,294202
04/2017,LINEA 163 BS AS,-,146
04/2017,LINEA 165,NORMAL,692249
04/2017,LINEA 165,-,448
04/2017,LINEA 165,ATRIBUTO SOCIAL,279343
04/2017,LINEA 166,-,4856
04/2017,LINEA 166,ATRIBUTO SOCIAL,283446
04/2017,LINEA 166,NORMAL,940578
04/2017,LINEA 168,ATRIBUTO SOCIAL,266210
04/2017,LINEA 168,NORMAL,866236
04/2017,LINEA 168,-,7236
04/2017,LINEA 169,NORMAL,396481
04/2017,LINEA 169,-,2487
04/2017,LINEA 169,ATRIBUTO SOCIAL,161254
04/2017,LINEA 17,-,1240
04/2017,LINEA 17,ATRIBUTO SOCIAL,279456
04/2017,LINEA 17,NORMAL,952448
04/2017,LINEA 172,-,1871
04/2017,LINEA 172,ATRIBUTO SOCIAL,149564
04/2017,LINEA 172,NORMAL,409104
04/2017,LINEA 174 BS AS,ATRIBUTO SOCIAL,277644
04/2017,LINEA 174 BS AS,NORMAL,525773
04/2017,LINEA 174 BS AS,-,388
04/2017,LINEA 175,NORMAL,284596
04/2017,LINEA 175,-,2134
04/2017,LINEA 175,ATRIBUTO SOCIAL,129441
04/2017,LINEA 176,NORMAL,1293360
04/2017,LINEA 176,-,672
04/2017,LINEA 176,ATRIBUTO SOCIAL,625913
04/2017,LINEA 177,ATRIBUTO SOCIAL,238264
04/2017,LINEA 177,NORMAL,542037
04/2017,LINEA 177,-,135
04/2017,LINEA 178,NORMAL,1056460
04/2017,LINEA 178,-,448
04/2017,LINEA 178,ATRIBUTO SOCIAL,477284
04/2017,LINEA 179,NORMAL,290000
04/2017,LINEA 179,-,219
04/2017,LINEA 179,ATRIBUTO SOCIAL,128308
04/2017,LINEA 180,ATRIBUTO SOCIAL,613168
04/2017,LINEA 180,NORMAL,1298504
04/2017,LINEA 180,-,9526
04/2017,LINEA 181,ATRIBUTO SOCIAL,191083
04/2017,LINEA 181,NORMAL,472076
04/2017,LINEA 181,-,12440
04/2017,LINEA 182,NORMAL,889389
04/2017,LINEA 182,-,1466
04/2017,LINEA 182,ATRIBUTO SOCIAL,417007
04/2017,LINEA 184,ATRIBUTO SOCIAL,141907
04/2017,LINEA 184,NORMAL,337267
04/2017,LINEA 184,-,3014
04/2017,LINEA 185,ATRIBUTO SOCIAL,134870
04/2017,LINEA 185,NORMAL,276186
04/2017,LINEA 185,-,2244
04/2017,LINEA 188,NORMAL,641445
04/2017,LINEA 188,-,9123
04/2017,LINEA 188,ATRIBUTO SOCIAL,290130
04/2017,LINEA 19,ATRIBUTO SOCIAL,184402
04/2017,LINEA 19,NORMAL,462600
04/2017,LINEA 19,-,3270
04/2017,LINEA 193,-,481
04/2017,LINEA 193,ATRIBUTO SOCIAL,61541
04/2017,LINEA 193,NORMAL,152468
04/2017,LINEA 194,ATRIBUTO SOCIAL,206374
04/2017,LINEA 194,NORMAL,508591
04/2017,LINEA 194,-,192
04/2017,LINEA 195,NORMAL,236608
04/2017,LINEA 195,-,50
04/2017,LINEA 195,ATRIBUTO SOCIAL,75750
04/2017,LINEA 2,NORMAL,664926
04/2017,LINEA 2,-,10780
04/2017,LINEA 2,ATRIBUTO SOCIAL,210495
04/2017,LINEA 20,NORMAL,357324
04/2017,LINEA 20,-,1549
04/2017,LINEA 20,ATRIBUTO SOCIAL,121157
04/2017,LINEA 200,-,5
04/2017,LINEA 200,ATRIBUTO SOCIAL,33117
04/2017,LINEA 200,NORMAL,61457
04/2017,LINEA 202,ATRIBUTO SOCIAL,328582
04/2017,LINEA 202,NORMAL,761043
04/2017,LINEA 203,ATRIBUTO SOCIAL,1155271
04/2017,LINEA 203,NORMAL,2449917
04/2017,LINEA 203,-,216
04/2017,LINEA 204,ATRIBUTO SOCIAL,104504
04/2017,LINEA 204,NORMAL,241872
04/2017,LINEA 204,-,13
04/2017,LINEA 204B,NORMAL,148147
04/2017,LINEA 204B,-,12
04/2017,LINEA 204B,ATRIBUTO SOCIAL,58249
04/2017,LINEA 205,ATRIBUTO SOCIAL,104593
04/2017,LINEA 205,NORMAL,212117
04/2017,LINEA 205,-,17
04/2017,LINEA 21,NORMAL,1506872
04/2017,LINEA 21,-,2126
04/2017,LINEA 21,ATRIBUTO SOCIAL,556710
04/2017,LINEA 214,ATRIBUTO SOCIAL,184265
04/2017,LINEA 214,NORMAL,424370
04/2017,LINEA 214,-,2
04/2017,LINEA 215,NORMAL,125971
04/2017,LINEA 215,ATRIBUTO SOCIAL,57765
04/2017,LINEA 218,NORMAL,594844
04/2017,LINEA 218,-,38
04/2017,LINEA 218,ATRIBUTO SOCIAL,299035
04/2017,LINEA 219,NORMAL,489694
04/2017,LINEA 219,-,9
04/2017,LINEA 219,ATRIBUTO SOCIAL,250962
04/2017,LINEA 222,ATRIBUTO SOCIAL,46099
04/2017,LINEA 222,NORMAL,106780
04/2017,LINEA 222,-,4
04/2017,LINEA 225,NORMAL,24233
04/2017,LINEA 225,ATRIBUTO SOCIAL,9818
04/2017,LINEA 228 B,ATRIBUTO SOCIAL,77639
04/2017,LINEA 228 B,NORMAL,161406
04/2017,LINEA 228 B,-,27
04/2017,LINEA 228A,NORMAL,57769
04/2017,LINEA 228A,ATRIBUTO SOCIAL,21527
04/2017,LINEA 228C,NORMAL,176865
04/2017,LINEA 228C,ATRIBUTO SOCIAL,59324
04/2017,LINEA 228E,ATRIBUTO SOCIAL,94144
04/2017,LINEA 228E,NORMAL,209756
04/2017,LINEA 228E,-,69
04/2017,LINEA 228F,NORMAL,246245
04/2017,LINEA 228F,-,27
04/2017,LINEA 228F,ATRIBUTO SOCIAL,110837
04/2017,LINEA 23,ATRIBUTO SOCIAL,82533
04/2017,LINEA 23,NORMAL,269857
04/2017,LINEA 23,-,10076
04/2017,LINEA 236,ATRIBUTO SOCIAL,831175
04/2017,LINEA 236,NORMAL,1597300
04/2017,LINEA 236,-,55
04/2017,LINEA 237,ATRIBUTO SOCIAL,668295
04/2017,LINEA 237,NORMAL,1182261
04/2017,LINEA 237,-,392
04/2017,LINEA 238,NORMAL,609793
04/2017,LINEA 238,-,24
04/2017,LINEA 238,ATRIBUTO SOCIAL,295798
04/2017,LINEA 239A,-,27
04/2017,LINEA 239A,ATRIBUTO SOCIAL,217232
04/2017,LINEA 239A,NORMAL,348936
04/2017,LINEA 239B,ATRIBUTO SOCIAL,77682
04/2017,LINEA 239B,NORMAL,170919
04/2017,LINEA 239B,-,25
04/2017,LINEA 24,NORMAL,886197
04/2017,LINEA 24,-,9306
04/2017,LINEA 24,ATRIBUTO SOCIAL,259242
04/2017,LINEA 242,NORMAL,1599029
04/2017,LINEA 242,-,171
04/2017,LINEA 242,ATRIBUTO SOCIAL,831023
04/2017,LINEA 243,-,32
04/2017,LINEA 243,ATRIBUTO SOCIAL,35992
04/2017,LINEA 243,NORMAL,82237
04/2017,LINEA 244,ATRIBUTO SOCIAL,97146
04/2017,LINEA 244,NORMAL,239810
04/2017,LINEA 244,-,19
04/2017,LINEA 245,NORMAL,147712
04/2017,LINEA 245,-,3
04/2017,LINEA 245,ATRIBUTO SOCIAL,60778
04/2017,LINEA 247,NORMAL,996670
04/2017,LINEA 247,-,128
04/2017,LINEA 247,ATRIBUTO SOCIAL,468154
04/2017,LINEA 25,NORMAL,455205
04/2017,LINEA 25,-,10894
04/2017,LINEA 25,ATRIBUTO SOCIAL,134354
04/2017,LINEA 252,ATRIBUTO SOCIAL,198341
04/2017,LINEA 252,NORMAL,364953
04/2017,LINEA 252,-,20
04/2017,LINEA 253 BS AS,NORMAL,43491
04/2017,LINEA 253 BS AS,-,5
04/2017,LINEA 253 BS AS,ATRIBUTO SOCIAL,19780
04/2017,LINEA 256,NORMAL,26801
04/2017,LINEA 256,ATRIBUTO SOCIAL,9853
04/2017,LINEA 257,NORMAL,704410
04/2017,LINEA 257,-,29
04/2017,LINEA 257,ATRIBUTO SOCIAL,390747
04/2017,LINEA 26,ATRIBUTO SOCIAL,198867
04/2017,LINEA 26,NORMAL,635684
04/2017,LINEA 26,-,15401
04/2017,LINEA 263A,-,3
04/2017,LINEA 263A,ATRIBUTO SOCIAL,101490
04/2017,LINEA 263A,NORMAL,184082
04/2017,LINEA 263B,ATRIBUTO SOCIAL,129191
04/2017,LINEA 263B,NORMAL,246254
04/2017,LINEA 263B,-,7
04/2017,LINEA 264,NORMAL,286328
04/2017,LINEA 264,-,18
04/2017,LINEA 264,ATRIBUTO SOCIAL,153044
04/2017,LINEA 266,-,46
04/2017,LINEA 266,ATRIBUTO SOCIAL,710674
04/2017,LINEA 266,NORMAL,1301101
04/2017,LINEA 269,ATRIBUTO SOCIAL,581696
04/2017,LINEA 269,NORMAL,1048067
04/2017,LINEA 269,-,72
04/2017,LINEA 271,NORMAL,646130
04/2017,LINEA 271,-,69
04/2017,LINEA 271,ATRIBUTO SOCIAL,333105
04/2017,LINEA 273,NORMAL,876175
04/2017,LINEA 273,-,3
04/2017,LINEA 273,ATRIBUTO SOCIAL,328112
04/2017,LINEA 275,ATRIBUTO SOCIAL,243591
04/2017,LINEA 275,NORMAL,501586
04/2017,LINEA 275,-,1
04/2017,LINEA 276,NORMAL,721140
04/2017,LINEA 276,-,30
04/2017,LINEA 276,ATRIBUTO SOCIAL,330419
04/2017,LINEA 277,NORMAL,180161
04/2017,LINEA 277,-,47
04/2017,LINEA 277,ATRIBUTO SOCIAL,80864
04/2017,LINEA 278,ATRIBUTO SOCIAL,385199
04/2017,LINEA 278,NORMAL,745409
04/2017,LINEA 278,-,15
04/2017,LINEA 28,ATRIBUTO SOCIAL,573605
04/2017,LINEA 28,NORMAL,1540175
04/2017,LINEA 28,-,15517
04/2017,LINEA 281,ATRIBUTO SOCIAL,161664
04/2017,LINEA 281,NORMAL,296676
04/2017,LINEA 281,-,33
04/2017,LINEA 283,NORMAL,571789
04/2017,LINEA 283,-,135
04/2017,LINEA 283,ATRIBUTO SOCIAL,342121
04/2017,LINEA 284,ATRIBUTO SOCIAL,102932
04/2017,LINEA 284,NORMAL,163819
04/2017,LINEA 284,-,35
04/2017,LINEA 288,ATRIBUTO SOCIAL,124682
04/2017,LINEA 288,NORMAL,166742
04/2017,LINEA 288,-,12
04/2017,LINEA 289,NORMAL,394882
04/2017,LINEA 289,-,138
04/2017,LINEA 289,ATRIBUTO SOCIAL,199678
04/2017,LINEA 29,NORMAL,849870
04/2017,LINEA 29,-,14888
04/2017,LINEA 29,ATRIBUTO SOCIAL,211979
04/2017,LINEA 291,-,21
04/2017,LINEA 291,ATRIBUTO SOCIAL,233593
04/2017,LINEA 291,NORMAL,506746
04/2017,LINEA 293A,ATRIBUTO SOCIAL,161542
04/2017,LINEA 293A,NORMAL,322160
04/2017,LINEA 293A,-,40
04/2017,LINEA 293B,NORMAL,205819
04/2017,LINEA 293B,-,26
04/2017,LINEA 293B,ATRIBUTO SOCIAL,93071
04/2017,LINEA 295,-,53
04/2017,LINEA 295,ATRIBUTO SOCIAL,183424
04/2017,LINEA 295,NORMAL,374859
04/2017,LINEA 297,ATRIBUTO SOCIAL,135444
04/2017,LINEA 297,NORMAL,249059
04/2017,LINEA 297,-,4
04/2017,LINEA 298,NORMAL,534360
04/2017,LINEA 298,-,220
04/2017,LINEA 298,ATRIBUTO SOCIAL,251367
04/2017,LINEA 299,NORMAL,385190
04/2017,LINEA 299,-,63
04/2017,LINEA 299,ATRIBUTO SOCIAL,181772
04/2017,LINEA 300,ATRIBUTO SOCIAL,209397
04/2017,LINEA 300,NORMAL,415684
04/2017,LINEA 300,-,6
04/2017,LINEA 302,NORMAL,403889
04/2017,LINEA 302,-,54
04/2017,LINEA 302,ATRIBUTO SOCIAL,184953
04/2017,LINEA 303,NORMAL,533964
04/2017,LINEA 303,-,15
04/2017,LINEA 303,ATRIBUTO SOCIAL,243342
04/2017,LINEA 304,ATRIBUTO SOCIAL,332504
04/2017,LINEA 304,NORMAL,758965
04/2017,LINEA 304,-,125
04/2017,LINEA 306,ATRIBUTO SOCIAL,524137
04/2017,LINEA 306,NORMAL,1208148
04/2017,LINEA 306,-,494
04/2017,LINEA 307,NORMAL,728414
04/2017,LINEA 307,-,1
04/2017,LINEA 307,ATRIBUTO SOCIAL,308650
04/2017,LINEA 310,ATRIBUTO SOCIAL,84598
04/2017,LINEA 310,NORMAL,127731
04/2017,LINEA 310,-,11
04/2017,LINEA 311,ATRIBUTO SOCIAL,392402
04/2017,LINEA 311,NORMAL,530027
04/2017,LINEA 311,-,19
04/2017,LINEA 312,NORMAL,349066
04/2017,LINEA 312,-,1
04/2017,LINEA 312,ATRIBUTO SOCIAL,203508
04/2017,LINEA 313,ATRIBUTO SOCIAL,22698
04/2017,LINEA 313,NORMAL,57044
04/2017,LINEA 314,NORMAL,970361
04/2017,LINEA 314,-,183
04/2017,LINEA 314,ATRIBUTO SOCIAL,407862
04/2017,LINEA 315,ATRIBUTO SOCIAL,233020
04/2017,LINEA 315,NORMAL,431337
04/2017,LINEA 315,-,36
04/2017,LINEA 317 BS AS,NORMAL,382705
04/2017,LINEA 317 BS AS,-,21
04/2017,LINEA 317 BS AS,ATRIBUTO SOCIAL,216025
04/2017,LINEA 318,NORMAL,1188800
04/2017,LINEA 318,-,456
04/2017,LINEA 318,ATRIBUTO SOCIAL,562255
04/2017,LINEA 320,ATRIBUTO SOCIAL,40663
04/2017,LINEA 320,NORMAL,98125
04/2017,LINEA 320,-,1
04/2017,LINEA 321 BS AS,ATRIBUTO SOCIAL,58514
04/2017,LINEA 321 BS AS,NORMAL,115131
04/2017,LINEA 321 BS AS,-,8
04/2017,LINEA 322 BS AS,NORMAL,336095
04/2017,LINEA 322 BS AS,-,7
04/2017,LINEA 322 BS AS,ATRIBUTO SOCIAL,182446
04/2017,LINEA 323,ATRIBUTO SOCIAL,218103
04/2017,LINEA 323,NORMAL,437253
04/2017,LINEA 323,-,18
04/2017,LINEA 324,ATRIBUTO SOCIAL,834117
04/2017,LINEA 324,NORMAL,1483654
04/2017,LINEA 324,-,78
04/2017,LINEA 325,NORMAL,205601
04/2017,LINEA 325,-,26
04/2017,LINEA 325,ATRIBUTO SOCIAL,118774
04/2017,LINEA 326,-,10
04/2017,LINEA 326,ATRIBUTO SOCIAL,69373
04/2017,LINEA 326,NORMAL,116271
04/2017,LINEA 327,ATRIBUTO SOCIAL,222431
04/2017,LINEA 327,NORMAL,360426
04/2017,LINEA 327,-,37
04/2017,LINEA 328,NORMAL,504174
04/2017,LINEA 328,-,128
04/2017,LINEA 328,ATRIBUTO SOCIAL,256560
04/2017,LINEA 329,-,8
04/2017,LINEA 329,ATRIBUTO SOCIAL,159416
04/2017,LINEA 329,NORMAL,282994
04/2017,LINEA 32A,ATRIBUTO SOCIAL,99430
04/2017,LINEA 32A,NORMAL,228889
04/2017,LINEA 32A,-,1972
04/2017,LINEA 33,NORMAL,823867
04/2017,LINEA 33,-,4432
04/2017,LINEA 33,ATRIBUTO SOCIAL,279146
04/2017,LINEA 333,ATRIBUTO SOCIAL,174557
04/2017,LINEA 333,NORMAL,392239
04/2017,LINEA 333,-,58
04/2017,LINEA 336,NORMAL,150472
04/2017,LINEA 336,-,7
04/2017,LINEA 336,ATRIBUTO SOCIAL,84091
04/2017,LINEA 338,NORMAL,1354572
04/2017,LINEA 338,-,35
04/2017,LINEA 338,ATRIBUTO SOCIAL,625623
04/2017,LINEA 34,-,9551
04/2017,LINEA 34,ATRIBUTO SOCIAL,260831
04/2017,LINEA 34,NORMAL,903903
04/2017,LINEA 340,ATRIBUTO SOCIAL,29
04/2017,LINEA 340,NORMAL,41
04/2017,LINEA 341,ATRIBUTO SOCIAL,502205
04/2017,LINEA 341,NORMAL,868848
04/2017,LINEA 341,-,112
04/2017,LINEA 343,ATRIBUTO SOCIAL,437207
04/2017,LINEA 343,NORMAL,993277
04/2017,LINEA 343,-,184
04/2017,LINEA 350,NORMAL,370977
04/2017,LINEA 350,-,24
04/2017,LINEA 350,ATRIBUTO SOCIAL,185538
04/2017,LINEA 354,-,80
04/2017,LINEA 354,ATRIBUTO SOCIAL,332115
04/2017,LINEA 354,NORMAL,619367
04/2017,LINEA 355,ATRIBUTO SOCIAL,14486
04/2017,LINEA 355,NORMAL,37423
04/2017,LINEA 36,ATRIBUTO SOCIAL,113803
04/2017,LINEA 36,NORMAL,385883
04/2017,LINEA 36,-,8709
04/2017,LINEA 365,ATRIBUTO SOCIAL,1016895
04/2017,LINEA 365,NORMAL,1787779
04/2017,LINEA 365,-,112
04/2017,LINEA 37,NORMAL,999287
04/2017,LINEA 37,-,7656
04/2017,LINEA 37,ATRIBUTO SOCIAL,258379
04/2017,LINEA 370,NORMAL,180306
04/2017,LINEA 370,-,30
04/2017,LINEA 370,ATRIBUTO SOCIAL,99543
04/2017,LINEA 371,NORMAL,674577
04/2017,LINEA 371,-,81
04/2017,LINEA 371,ATRIBUTO SOCIAL,310800
04/2017,LINEA 372,ATRIBUTO SOCIAL,59398
04/2017,LINEA 372,NORMAL,99691
04/2017,LINEA 372,-,4
04/2017,LINEA 373,ATRIBUTO SOCIAL,156651
04/2017,LINEA 373,NORMAL,293573
04/2017,LINEA 373,-,178
04/2017,LINEA 378,NORMAL,751275
04/2017,LINEA 378,-,62
04/2017,LINEA 378,ATRIBUTO SOCIAL,394241
04/2017,LINEA 379,ATRIBUTO SOCIAL,168
04/2017,LINEA 379,NORMAL,279
04/2017,LINEA 382,-,16
04/2017,LINEA 382,ATRIBUTO SOCIAL,177053
04/2017,LINEA 382,NORMAL,373165
04/2017,LINEA 383,ATRIBUTO SOCIAL,252692
04/2017,LINEA 383,NORMAL,407526
04/2017,LINEA 383,-,53
04/2017,LINEA 384,NORMAL,103499
04/2017,LINEA 384,-,2
04/2017,LINEA 384,ATRIBUTO SOCIAL,55947
04/2017,LINEA 385,NORMAL,249229
04/2017,LINEA 385,-,117
04/2017,LINEA 385,ATRIBUTO SOCIAL,128801
04/2017,LINEA 386,ATRIBUTO SOCIAL,106867
04/2017,LINEA 386,NORMAL,203883
04/2017,LINEA 386,-,46
04/2017,LINEA 388,NORMAL,53581
04/2017,LINEA 388,-,1
04/2017,LINEA 388,ATRIBUTO SOCIAL,24702
04/2017,LINEA 39,-,9981
04/2017,LINEA 39,ATRIBUTO SOCIAL,312730
04/2017,LINEA 39,NORMAL,1126003
04/2017,LINEA 390,NORMAL,183694
04/2017,LINEA 390,-,8
04/2017,LINEA 390,ATRIBUTO SOCIAL,92417
04/2017,LINEA 391,ATRIBUTO SOCIAL,287044
04/2017,LINEA 391,NORMAL,464693
04/2017,LINEA 391,-,48
04/2017,LINEA 392,ATRIBUTO SOCIAL,89582
04/2017,LINEA 392,NORMAL,165171
04/2017,LINEA 392,-,4
04/2017,LINEA 394,NORMAL,500987
04/2017,LINEA 394,-,30
04/2017,LINEA 394,ATRIBUTO SOCIAL,204650
04/2017,LINEA 395,ATRIBUTO SOCIAL,201238
04/2017,LINEA 395,NORMAL,334574
04/2017,LINEA 395,-,5
04/2017,LINEA 4,ATRIBUTO SOCIAL,168934
04/2017,LINEA 4,NORMAL,524866
04/2017,LINEA 4,-,8660
04/2017,LINEA 403,ATRIBUTO SOCIAL,6227
04/2017,LINEA 403,NORMAL,13211
04/2017,LINEA 404,ATRIBUTO SOCIAL,273110
04/2017,LINEA 404,NORMAL,536422
04/2017,LINEA 404,-,81
04/2017,LINEA 405,NORMAL,284826
04/2017,LINEA 405,-,96
04/2017,LINEA 405,ATRIBUTO SOCIAL,146219
04/2017,LINEA 406,NORMAL,602619
04/2017,LINEA 406,-,57
04/2017,LINEA 406,ATRIBUTO SOCIAL,262536
04/2017,LINEA 407,ATRIBUTO SOCIAL,147674
04/2017,LINEA 407,NORMAL,320896
04/2017,LINEA 407,-,11
04/2017,LINEA 41,ATRIBUTO SOCIAL,264164
04/2017,LINEA 41,NORMAL,815872
04/2017,LINEA 41,-,9555
04/2017,LINEA 410,NORMAL,136897
04/2017,LINEA 410,-,22
04/2017,LINEA 410,ATRIBUTO SOCIAL,82644
04/2017,LINEA 414,NORMAL,26418
